gene_name,Bcells replicate 1 half_life,Bcells replicate 1 dataQual,Bcells replicate 1 R_sq,Bcells replicate 2 half_life,Bcells replicate 2 dataQual,Bcells replicate 2 R_sq,NK cells replicate 1 half_life,NK cells replicate 1 dataQual,NK cells replicate 1 R_sq,NK cells replicate 2 half_life,NK cells replicate 2 dataQual,NK cells replicate 2 R_sq,Hepatocytes replicate 1 half_life,Hepatocytes replicate 1 dataQual,Hepatocytes replicate 1 R_sq,Hepatocytes replicate 2 half_life,Hepatocytes replicate 2 dataQual,Hepatocytes replicate 2 R_sq,Monocytes replicate 1 half_life,Monocytes replicate 1 dataQual,Monocytes replicate 1 R_sq,Monocytes replicate 2 half_life,Monocytes replicate 2 dataQual,Monocytes replicate 2 R_sq,"Mouse Neurons, replicate 3 half_life","Mouse Neurons, replicate 3 dataQual","Mouse Neurons, replicate 3 R_sq","Mouse Neurons, replicate 4 half_life","Mouse Neurons, replicate 4 dataQual","Mouse Neurons, replicate 4 R_sq",Length
COG8,55.973,weak,0.975,56.582,weak,0.9840000000000001,155.25799999999998,weak,0.9540000000000001,,,,84.84299999999999,weak,0.97,,,,,,,62.916000000000004,weak,0.9890000000000001,63.443999999999996,weak,0.872,38.45,weak,0.94,612
COIL,40.321,weak,0.993,40.558,good,0.9990000000000001,,,,69.548,weak,0.988,41.828,weak,0.9890000000000001,30.002,weak,0.991,43.684,weak,0.992,,,,36.524,weak,0.9940000000000001,40.629,good,0.9990000000000001,576
COL4A3BP,50.299,weak,0.9940000000000001,54.977,weak,0.996,,,,70.611,weak,0.995,,,,,,,42.21,weak,0.97,36.843,good,0.972,29.801,weak,0.995,27.735,weak,0.992,624
COLGALT1,77.27600000000001,weak,0.968,84.851,good,0.973,225.899,weak,0.953,99.585,weak,0.9009999999999999,87.572,good,0.991,78.123,good,0.9990000000000001,67.39,good,0.991,49.751999999999995,good,0.985,54.657,weak,0.96,62.998000000000005,good,0.9279999999999999,622
COMMD1,79.509,weak,0.972,154.793,weak,0.912,,,,,,,,,,,,,,,,76.60300000000001,weak,0.9740000000000001,67.084,weak,0.975,85.536,weak,0.9690000000000001,190
COMMD10,,,,184.81400000000002,weak,0.991,,,,,,,,,,446.027,weak,0.992,89.221,weak,0.99,56.265,weak,0.991,90.39200000000001,weak,0.988,99.56700000000001,good,0.998,202
COMMD2,,,,116.074,weak,0.986,274.577,weak,0.91,197.899,weak,0.8959999999999999,214.078,weak,0.99,,,,79.168,weak,0.978,81.723,weak,0.997,66.033,good,0.9840000000000001,89.318,good,0.998,199
COMMD3,86.149,weak,0.9390000000000001,95.667,weak,0.987,,,,,,,,,,28.755,weak,0.9740000000000001,89.744,good,0.973,69.79899999999999,weak,0.9890000000000001,53.008,good,0.998,69.819,good,0.9940000000000001,195
COMMD4,,,,,,,,,,,,,,,,,,,82.62899999999999,weak,0.976,58.403,weak,0.981,,,,81.012,good,0.998,199
COMMD7,,,,,,,,,,37.423,weak,0.914,,,,343.89099999999996,weak,0.9109999999999999,79.539,weak,0.988,66.059,weak,0.992,,,,66.002,weak,0.9279999999999999,200
COMMD8,,,,,,,,,,,,,,,,422.842,weak,0.9209999999999999,76.719,weak,0.986,64.441,weak,0.943,61.408,weak,0.9740000000000001,77.998,weak,0.987,183
COMT,79.406,weak,0.919,,,,359.35699999999997,weak,0.9690000000000001,,,,102.81700000000001,good,0.986,135.058,good,0.9490000000000001,105.15899999999999,good,0.976,76.597,weak,0.975,46.916000000000004,weak,0.998,59.55,weak,0.996,271
COPA,62.097,good,0.986,75.15899999999999,good,0.997,271.911,good,0.9990000000000001,219.771,good,0.9990000000000001,73.985,good,0.996,73.877,good,0.976,71.888,good,0.993,61.53,good,0.995,58.626999999999995,good,0.998,66.92,good,0.9990000000000001,1224
COPB1,70.905,good,0.978,88.14,good,0.997,311.21,good,0.997,261.297,good,1.0,113.444,good,0.982,122.296,good,0.992,85.243,good,0.99,70.104,good,0.991,73.33800000000001,good,0.9990000000000001,81.035,good,0.998,953
COPB2,68.925,good,0.983,83.948,good,0.9990000000000001,243.976,good,0.968,236.96099999999998,good,0.9990000000000001,91.29799999999999,good,0.997,103.992,good,0.976,77.649,good,0.991,64.50399999999999,good,0.99,70.09899999999999,good,0.992,75.837,good,0.998,906
COPE,44.629,weak,0.9520000000000001,66.79,good,0.995,156.907,good,0.998,125.04799999999999,good,0.998,76.314,good,0.9470000000000001,,,,60.338,good,0.9840000000000001,47.775,good,0.9940000000000001,58.218999999999994,good,1.0,71.29899999999999,good,0.996,308
COPG1,72.464,good,0.9790000000000001,88.40100000000001,good,0.9990000000000001,267.741,good,0.998,205.325,good,0.998,106.15299999999999,good,0.997,123.305,good,0.996,66.078,good,0.992,53.193000000000005,good,0.993,60.168,good,0.992,64.186,good,0.998,874
COPG2,121.913,good,0.914,87.204,good,0.9990000000000001,,,,323.462,weak,0.9740000000000001,,,,81.655,weak,0.857,202.942,good,0.98,,,,79.947,good,0.9940000000000001,97.084,good,0.9990000000000001,871
COPS2,,,,162.815,good,0.998,,,,,,,145.099,weak,0.9990000000000001,,,,,,,82.07700000000001,weak,0.871,68.63,good,0.9990000000000001,84.259,good,1.0,443
COPS3,154.321,good,0.9179999999999999,181.00400000000002,weak,0.996,,,,,,,,,,,,,160.987,weak,0.9890000000000001,120.52600000000001,good,0.991,70.55,weak,0.981,94.29899999999999,good,0.9990000000000001,423
COPS4,,,,174.34099999999998,good,0.9940000000000001,613.39,weak,0.96,414.835,weak,0.852,,,,,,,150.789,weak,0.9790000000000001,131.945,weak,0.981,73.423,good,0.995,92.242,good,1.0,406
COPS5,131.937,weak,0.991,,,,411.01800000000003,weak,0.975,,,,139.79399999999998,weak,0.988,156.832,weak,0.9740000000000001,127.68799999999999,good,0.991,96.02600000000001,good,0.996,60.681999999999995,good,0.998,80.3,good,1.0,334
COPS6,161.765,weak,0.997,177.757,good,0.997,,,,,,,197.187,weak,0.948,208.335,weak,0.9229999999999999,,,,160.614,weak,0.988,68.58,good,0.997,94.789,good,1.0,327
COPS7A,,,,89.669,weak,0.993,,,,236.06900000000002,weak,0.903,107.709,weak,0.948,,,,70.37899999999999,weak,0.878,,,,61.574,good,0.99,75.515,good,0.998,275
COPS7B,,,,243.486,good,0.9940000000000001,803.793,weak,0.935,,,,,,,,,,262.935,good,0.925,207.575,weak,0.9420000000000001,72.732,good,0.998,96.11200000000001,good,0.997,264
COPS8,,,,,,,300.064,weak,0.9229999999999999,,,,,,,,,,,,,,,,79.855,weak,0.9790000000000001,114.04799999999999,good,1.0,209
COPZ1,74.589,weak,0.9329999999999999,69.21,good,0.992,,,,184.017,weak,0.8909999999999999,97.824,weak,0.998,130.91,good,0.856,75.523,weak,0.934,63.972,weak,0.993,54.391000000000005,good,0.997,70.233,good,0.998,177
COQ3,,,,,,,,,,,,,69.61,good,0.993,64.28,good,0.9990000000000001,,,,,,,62.15,weak,0.988,84.32799999999999,good,0.9990000000000001,369
COQ5,131.914,weak,0.9540000000000001,116.052,weak,0.958,,,,,,,62.218,good,0.993,67.19,good,0.995,72.61399999999999,weak,0.9420000000000001,,,,,,,38.216,weak,0.9790000000000001,327
COQ6,146.137,weak,0.9940000000000001,,,,,,,,,,85.19,good,0.9590000000000001,79.94800000000001,good,0.993,117.59700000000001,weak,0.93,,,,86.199,weak,0.993,162.64600000000002,good,0.9179999999999999,468
COQ7,,,,,,,,,,,,,214.792,weak,0.995,,,,106.785,weak,0.975,96.124,weak,0.9840000000000001,54.908,weak,1.0,51.24100000000001,weak,0.99,217
COQ9,329.806,good,0.9309999999999999,277.952,weak,0.929,626.221,weak,0.855,351.61400000000003,weak,0.862,111.18700000000001,good,0.9990000000000001,116.44200000000001,good,0.9990000000000001,,,,144.561,weak,0.863,50.706,good,0.9990000000000001,63.1,good,1.0,318
CORO1A,265.621,good,0.968,367.475,good,0.988,863.163,good,0.9990000000000001,935.447,good,0.9990000000000001,,,,,,,409.44599999999997,good,0.995,320.23900000000003,good,0.996,56.615,good,0.9940000000000001,70.244,good,0.9990000000000001,461
CORO1B,74.816,weak,0.982,73.37100000000001,weak,0.998,321.382,good,0.986,139.075,good,0.997,102.70700000000001,good,0.983,184.84,good,0.9740000000000001,43.275,good,0.995,36.244,good,0.995,77.166,good,0.996,104.12700000000001,good,1.0,489
CORO1C,147.74,good,0.99,173.713,good,0.982,541.433,good,0.998,243.25799999999998,good,0.996,79.51899999999999,good,0.9940000000000001,80.649,good,0.9940000000000001,83.324,good,0.985,70.436,good,0.991,85.99799999999999,good,0.9990000000000001,91.831,good,0.9990000000000001,474
CORO2B,207.47799999999998,weak,0.993,,,,,,,,,,,,,,,,,,,,,,32.961,good,0.996,43.94,good,0.993,480
CORO7,222.58599999999998,good,0.988,272.841,weak,0.982,500.75300000000004,good,0.977,420.219,good,0.9990000000000001,,,,,,,82.41799999999999,good,0.99,75.77,good,0.9840000000000001,45.858000000000004,good,1.0,48.832,good,0.998,925
COTL1,204.368,good,0.97,275.211,good,0.981,1287.473,good,0.992,824.63,good,0.987,,,,,,,129.112,good,0.995,93.51,good,0.9840000000000001,67.902,good,0.998,83.745,good,0.9990000000000001,142
COX15,78.46300000000001,weak,0.925,,,,,,,,,,68.15,weak,0.983,43.298,weak,0.996,,,,,,,,,,69.79899999999999,weak,0.997,410
COX17,41.217,weak,0.991,,,,,,,98.76799999999999,weak,0.9159999999999999,42.931999999999995,good,0.968,42.513000000000005,good,0.9890000000000001,29.663,weak,1.0,25.674,weak,0.9790000000000001,32.115,weak,0.996,37.175,weak,0.9890000000000001,63
COX20,152.30700000000002,good,0.973,184.493,weak,0.982,,,,,,,316.948,weak,0.96,256.913,weak,0.982,112.84200000000001,weak,0.983,,,,38.826,weak,0.983,46.906000000000006,weak,0.99,118
COX4I1,306.969,good,0.986,346.27,good,0.9840000000000001,842.597,good,0.9840000000000001,710.452,good,0.982,136.52700000000002,good,0.988,155.559,good,0.97,262.127,good,0.9940000000000001,182.202,good,0.977,71.267,good,0.972,98.464,good,0.975,169
COX5B,306.058,weak,0.98,346.435,good,0.997,653.807,good,0.95,608.2230000000001,good,0.993,193.03400000000002,good,0.981,177.136,good,0.99,247.35,weak,1.0,201.024,weak,0.9640000000000001,103.264,good,0.9670000000000001,129.033,good,0.985,129
COX6B1,120.075,weak,0.97,168.04,weak,0.987,,,,,,,153.935,good,0.951,84.693,good,0.99,,,,,,,59.457,good,0.9940000000000001,67.402,good,0.996,86
COX6C,,,,252.24599999999998,weak,0.993,814.1,good,0.983,501.784,good,0.997,,,,244.66299999999998,good,0.997,384.13199999999995,weak,0.99,230.78099999999998,good,0.89,87.331,good,0.996,103.089,good,0.993,75
COX7A2L,183.205,weak,0.978,219.891,weak,0.981,284.717,weak,0.9940000000000001,252.81599999999997,weak,0.981,118.37,good,0.983,112.583,good,0.883,153.519,weak,0.998,,,,72.443,good,0.9990000000000001,82.318,good,0.991,114
COX7B,,,,,,,,,,,,,,,,166.826,weak,0.998,,,,,,,75.964,weak,0.885,,,,80
COX7C,,,,379.103,weak,0.9890000000000001,,,,,,,179.585,weak,0.9009999999999999,266.937,weak,0.996,,,,,,,94.14,weak,0.996,116.70299999999999,weak,0.976,63
CPNE1,107.852,good,0.986,143.37,good,0.9990000000000001,,,,273.015,good,0.977,,,,,,,113.03399999999999,good,0.9840000000000001,98.211,good,0.998,66.03399999999999,weak,0.997,71.212,good,0.9940000000000001,537
CPNE3,90.15100000000001,good,0.9940000000000001,109.32700000000001,good,0.998,217.787,good,0.8740000000000001,199.918,good,1.0,75.419,good,0.996,72.993,good,0.9990000000000001,105.53399999999999,good,0.985,88.309,good,0.983,126.321,weak,0.878,171.963,good,0.9940000000000001,537
CPOX,61.76,good,0.981,75.969,weak,0.998,317.365,weak,0.9129999999999999,210.708,weak,0.965,143.05100000000002,good,1.0,142.673,good,0.9840000000000001,,,,,,,43.254,weak,0.992,44.681000000000004,good,0.9990000000000001,454
CPPED1,214.692,weak,0.991,263.269,weak,0.971,491.327,weak,0.955,,,,272.376,weak,0.898,305.586,good,0.9159999999999999,133.629,good,0.992,126.541,good,0.991,,,,88.971,weak,0.888,314
CPQ,62.717,weak,0.914,,,,,,,211.24400000000003,weak,0.972,414.347,weak,0.9490000000000001,155.22299999999998,weak,0.9440000000000001,22.628,weak,0.955,22.073,good,0.972,,,,,,,472
CPSF1,118.376,good,0.983,123.50200000000001,good,0.998,,,,278.532,good,0.868,65.568,good,0.996,74.533,good,0.998,85.12799999999999,good,0.9890000000000001,74.811,good,0.997,73.054,good,0.998,83.66799999999999,good,0.9940000000000001,1443
CPSF2,44.29600000000001,good,0.9940000000000001,50.853,good,0.9990000000000001,,,,91.725,good,0.9740000000000001,23.195,good,1.0,22.66,good,0.99,34.615,good,0.991,30.555999999999997,good,0.993,28.076999999999998,good,0.99,30.424,good,0.993,782
CPSF3,82.289,good,0.965,96.221,good,0.997,,,,310.95,good,0.975,68.887,good,0.983,73.013,good,1.0,115.603,weak,0.988,95.723,weak,0.9520000000000001,53.696000000000005,weak,0.86,59.927,good,0.998,684
CPSF3L,,,,,,,159.94,weak,0.932,94.26700000000001,weak,0.887,69.667,weak,0.96,67.468,weak,1.0,,,,,,,54.678000000000004,weak,0.998,53.849,weak,0.993,600
CPSF4,,,,,,,,,,,,,88.374,weak,0.922,,,,93.779,weak,0.9420000000000001,,,,68.995,weak,0.973,71.959,weak,0.993,269
CPSF6,124.615,good,0.987,141.346,good,0.998,368.25,good,0.992,297.478,good,0.996,53.658,good,0.998,51.472,good,0.992,102.84,good,0.992,77.96300000000001,good,0.976,62.433,good,0.998,73.214,good,0.997,551
CPSF7,64.77199999999999,good,0.975,102.94,good,0.9990000000000001,202.735,good,0.998,174.479,good,0.9670000000000001,69.305,good,0.988,65.327,good,0.9990000000000001,74.579,weak,0.99,61.86600000000001,good,0.996,55.925,good,0.995,61.646,good,0.998,471
CPT1A,118.742,good,0.985,165.347,good,1.0,324.24,good,0.991,244.795,good,0.9940000000000001,292.29,good,0.982,360.727,good,0.9940000000000001,122.073,good,0.9890000000000001,90.199,good,0.976,99.02600000000001,weak,0.9620000000000001,133.787,good,0.983,773
CPT2,,,,241.675,good,0.9890000000000001,,,,,,,109.022,good,0.9990000000000001,109.963,good,0.9990000000000001,125.83200000000001,good,0.92,116.38600000000001,good,0.983,,,,235.356,good,0.9590000000000001,658
CPVL,,,,,,,,,,505.98699999999997,weak,0.862,247.332,weak,0.9420000000000001,,,,59.869,good,0.986,60.293,good,0.987,,,,,,,476
CR2,,,,107.499,good,0.968,,,,,,,,,,,,,,,,,,,,,,,,,1033
CRACR2A,,,,,,,,,,147.41899999999998,weak,0.895,,,,,,,,,,,,,,,,,,,731
CRADD,,,,,,,,,,88.96,weak,0.971,,,,211.56400000000002,weak,0.857,,,,,,,,,,,,,199
CRAT,369.17800000000005,weak,0.9620000000000001,,,,239.78900000000002,weak,0.8809999999999999,362.941,weak,0.975,105.306,good,0.99,104.851,good,0.998,216.18400000000003,weak,0.8690000000000001,,,,77.042,good,0.997,103.00299999999999,good,0.998,626
CRBN,47.29,weak,0.998,,,,,,,,,,,,,,,,,,,59.577,weak,0.971,,,,35.848,weak,0.953,442
CREB1,,,,128.221,weak,0.988,147.958,weak,0.9520000000000001,153.05200000000002,weak,0.968,,,,29.976999999999997,weak,0.963,,,,,,,39.701,good,0.9990000000000001,44.381,good,0.9940000000000001,327
CREBBP,,,,27.818,good,0.998,,,,,,,,,,,,,,,,23.833000000000002,weak,0.993,,,,19.006,weak,0.9940000000000001,2442
CRELD2,61.576,weak,0.981,,,,,,,,,,95.318,good,0.948,95.34700000000001,good,0.998,43.926,weak,0.9420000000000001,55.485,weak,0.987,84.564,weak,0.863,88.022,weak,0.9890000000000001,353
CRIP1,149.115,weak,0.8690000000000001,174.90599999999998,weak,0.963,,,,397.50300000000004,weak,0.963,,,,,,,134.879,weak,0.948,101.25,weak,0.956,,,,,,,77
CRIP2,,,,,,,,,,,,,,,,,,,,,,,,,47.31100000000001,good,0.998,72.43,good,0.9990000000000001,208
CRK,,,,92.314,weak,0.975,,,,,,,,,,,,,60.66,weak,0.99,50.742,weak,0.983,54.034,good,0.9990000000000001,60.123000000000005,good,0.998,304
CRKL,85.352,weak,0.996,92.82,good,0.9990000000000001,134.093,weak,0.9990000000000001,110.523,good,1.0,,,,,,,126.55799999999999,weak,0.993,82.824,weak,0.986,57.211999999999996,good,0.9990000000000001,71.281,good,0.993,303
CRLF3,162.572,good,0.985,188.002,weak,0.993,203.86700000000002,weak,0.9390000000000001,196.891,good,0.99,,,,,,,118.54299999999999,good,0.993,98.667,good,0.997,,,,,,,442
CRNKL1,45.538999999999994,good,0.995,49.358999999999995,good,0.9990000000000001,77.542,good,0.88,69.62899999999999,good,0.998,29.199,good,0.905,25.135,weak,0.9840000000000001,37.07,good,0.9440000000000001,30.48,good,0.99,30.691999999999997,good,0.9890000000000001,28.884,good,0.993,848
CROCC,53.048,good,0.9520000000000001,81.157,good,0.998,78.357,good,0.903,34.086,good,0.899,,,,119.074,weak,0.92,,,,,,,62.332,good,0.992,84.65,good,0.9990000000000001,2017
CRTC2,,,,68.605,weak,0.9990000000000001,,,,,,,,,,,,,,,,,,,,,,,,,693
CRTC3,,,,61.645,weak,0.972,84.87,weak,0.997,72.333,weak,0.995,,,,,,,40.821999999999996,weak,0.991,,,,,,,,,,619
CRYL1,,,,,,,,,,,,,,,,,,,92.42299999999999,weak,0.971,,,,,,,,,,319
CRYM,,,,,,,,,,,,,,,,,,,,,,,,,43.771,good,0.991,53.36600000000001,good,0.993,314
CRYZ,158.381,good,0.968,234.454,good,0.987,1132.297,weak,0.8809999999999999,,,,202.555,good,0.993,215.31599999999997,good,0.997,129.053,weak,0.9390000000000001,88.735,good,0.965,92.037,weak,0.997,,,,329
CRYZL1,,,,,,,541.879,weak,0.938,542.5,weak,0.912,,,,,,,,,,,,,61.993,good,0.9990000000000001,82.07799999999999,good,0.9990000000000001,349
CS,284.744,good,0.963,351.30400000000003,good,0.9940000000000001,,,,,,,95.165,good,0.9990000000000001,95.07799999999999,good,0.982,230.315,good,0.987,152.732,good,0.968,81.042,good,0.9990000000000001,101.81200000000001,good,0.9990000000000001,466
CSDE1,15.548,good,0.993,18.152,good,1.0,36.879,good,0.997,30.744,good,1.0,30.566,good,0.997,37.071,good,0.96,25.111,good,0.988,19.844,good,0.9940000000000001,25.465,good,0.998,29.37,good,1.0,798
CSE1L,79.734,good,0.9570000000000001,101.311,good,0.9940000000000001,535.408,good,1.0,401.418,good,0.9990000000000001,277.105,good,0.968,239.66,good,0.9229999999999999,138.391,good,0.99,113.061,good,0.991,71.47399999999999,good,0.9990000000000001,77.84899999999999,good,1.0,971
CSK,96.485,good,0.97,121.139,good,0.993,257.19,good,0.998,233.16400000000002,good,0.9990000000000001,,,,,,,102.10700000000001,good,0.993,79.23899999999999,good,0.992,39.968,good,0.9990000000000001,46.013999999999996,good,1.0,450
CSNK1A1,26.589000000000002,good,0.9890000000000001,,,,68.505,weak,0.9570000000000001,42.816,weak,0.997,25.320999999999998,weak,0.992,33.093,good,0.8909999999999999,23.291,good,0.9840000000000001,20.678,good,0.987,19.922,good,0.9840000000000001,21.193,good,0.991,337
CSNK1D,14.284,weak,0.963,,,,,,,,,,,,,,,,17.479,weak,0.927,13.543,weak,0.958,17.180999999999997,good,0.993,21.105999999999998,good,0.998,415
CSNK1E,,,,,,,,,,,,,,,,,,,,,,,,,18.268,good,0.998,23.475,good,0.995,416
CSNK1G2,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.634,weak,0.972,415
CSNK1G3,,,,,,,,,,,,,,,,23.121,weak,0.91,,,,,,,32.271,weak,0.9470000000000001,29.131999999999998,good,0.996,447
CSNK2A2,89.194,weak,0.981,113.755,weak,0.997,384.325,weak,0.9740000000000001,,,,,,,46.231,weak,0.987,,,,74.308,weak,0.937,71.404,good,1.0,84.706,good,0.998,350
CSNK2B,76.72399999999999,weak,0.978,,,,,,,,,,,,,50.666000000000004,weak,0.9,60.199,weak,0.991,42.593999999999994,weak,0.975,79.398,good,0.9990000000000001,90.175,good,1.0,215
CSRP1,,,,94.445,weak,0.932,452.30400000000003,weak,0.878,,,,,,,,,,,,,91.71600000000001,good,0.9840000000000001,,,,,,,193
CSTB,188.333,good,0.993,192.505,good,0.9940000000000001,406.85,good,1.0,174.271,weak,0.9990000000000001,,,,144.576,good,0.981,31.947,good,0.9790000000000001,32.832,good,0.9790000000000001,84.13600000000001,weak,0.909,88.415,weak,0.9990000000000001,98
CSTF1,85.949,weak,0.917,117.40899999999999,weak,0.975,257.843,weak,0.914,222.74200000000002,weak,0.97,109.904,weak,0.97,,,,91.84200000000001,weak,0.982,62.402,weak,0.945,48.729,weak,0.846,86.787,good,0.981,431
CSTF2,64.707,weak,0.9059999999999999,123.081,good,0.998,,,,,,,74.82,weak,0.995,67.624,weak,0.977,,,,77.1,weak,0.988,59.008,good,0.998,68.045,good,0.995,577
CSTF2T,44.378,weak,0.9640000000000001,60.198,good,0.9840000000000001,86.915,weak,0.995,93.645,weak,0.986,50.69,weak,0.991,50.463,good,0.9990000000000001,,,,39.555,weak,1.0,35.415,good,0.94,26.497,weak,0.948,616
CSTF3,111.869,good,0.973,,,,,,,,,,73.024,good,0.991,74.81,good,0.9940000000000001,102.704,good,0.99,79.041,good,0.992,63.357,weak,0.992,66.044,good,0.997,717
CTAGE5,,,,94.23299999999999,good,0.981,118.71600000000001,weak,0.8590000000000001,119.397,good,0.972,54.766999999999996,good,0.985,49.99100000000001,good,0.998,59.963,good,0.9990000000000001,,,,61.403999999999996,good,0.996,66.878,good,0.9990000000000001,1412
CTBP1,89.079,good,0.983,116.53200000000001,good,0.998,273.91,weak,0.987,182.43099999999998,weak,0.9990000000000001,92.79799999999999,weak,0.9,103.314,weak,0.9990000000000001,94.305,good,0.991,79.447,weak,0.9790000000000001,55.548,good,0.9990000000000001,63.293,good,1.0,440
CTBS,,,,,,,,,,,,,30.39,weak,0.963,52.245,weak,0.961,,,,166.171,weak,0.95,,,,,,,385
CTC1,,,,,,,,,,74.172,weak,0.938,,,,,,,,,,,,,65.13600000000001,weak,0.982,64.616,weak,0.993,1217
CTCF,178.59900000000002,good,0.95,142.328,good,0.992,,,,204.071,weak,0.971,27.945999999999998,weak,0.972,30.186999999999998,good,0.976,94.505,weak,0.997,77.21300000000001,weak,0.93,56.278999999999996,weak,0.975,56.643,good,0.997,727
CTDP1,66.685,weak,0.972,75.749,weak,0.966,,,,101.65899999999999,good,0.995,86.27,weak,0.9209999999999999,73.569,weak,0.932,56.091,weak,0.991,43.181999999999995,weak,0.993,,,,51.902,weak,0.977,961
CTDSP1,,,,59.907,weak,0.9359999999999999,,,,113.74700000000001,weak,0.932,,,,,,,,,,,,,,,,,,,261
CTDSPL2,75.46300000000001,weak,0.87,73.203,weak,0.899,78.861,weak,0.973,79.127,weak,0.987,,,,,,,50.324,weak,0.987,,,,22.915,good,0.98,24.176,good,0.9890000000000001,466
CTNNA1,,,,,,,,,,,,,23.375,good,0.991,22.393,good,0.991,,,,12.179,good,0.866,42.235,good,0.988,42.233999999999995,good,0.9890000000000001,906
CTNNBL1,70.247,good,0.987,73.893,good,0.998,147.343,good,0.976,155.15200000000002,good,0.9940000000000001,32.264,good,0.988,33.332,good,0.9940000000000001,47.11600000000001,good,0.9940000000000001,38.406,good,0.991,46.917,good,0.9940000000000001,51.348,good,0.997,563
CTPS1,43.097,good,0.951,58.605,weak,0.9990000000000001,,,,,,,,,,,,,268.192,weak,0.966,200.99599999999998,weak,0.956,44.835,good,0.9990000000000001,53.085,good,1.0,591
CTPS2,102.635,weak,0.945,106.62,weak,0.958,,,,,,,,,,,,,,,,185.86700000000002,weak,0.9309999999999999,62.1,weak,0.9890000000000001,84.167,good,0.998,586
CTR9,37.912,good,0.983,39.803000000000004,good,0.996,80.19,good,0.996,65.282,good,0.996,18.37,good,0.9940000000000001,19.903,good,0.986,52.791000000000004,weak,0.9470000000000001,38.621,good,0.958,22.171,good,0.978,24.011,good,0.991,1173
CTSB,,,,,,,,,,71.116,weak,0.997,51.89,good,1.0,52.853,good,0.9990000000000001,18.512999999999998,good,0.975,19.372,good,0.982,54.485,weak,0.9740000000000001,68.931,good,0.993,339
CTSC,89.52799999999999,weak,0.9690000000000001,,,,1617.504,good,0.992,1728.2,good,0.996,44.427,weak,0.996,54.155,good,0.9990000000000001,78.382,good,0.997,56.608999999999995,good,0.998,,,,,,,463
CTSD,,,,40.63,good,0.998,146.984,good,0.9990000000000001,108.197,good,1.0,60.474,good,0.9990000000000001,59.11,good,1.0,16.628,good,0.983,15.635,good,0.977,80.69,good,0.998,85.249,good,0.995,412
CTSG,,,,,,,,,,,,,21.066999999999997,weak,0.996,,,,63.34,weak,0.943,,,,,,,,,,255
CTSH,43.79600000000001,weak,0.987,52.738,good,0.992,,,,,,,47.131,good,0.998,46.342,good,0.9940000000000001,45.152,good,0.998,42.467,good,0.997,,,,,,,335
CTSS,33.711999999999996,good,0.97,36.274,good,0.992,106.807,good,0.992,48.368,good,0.998,27.075,weak,0.968,37.471,good,0.94,22.869,good,0.996,20.689,good,0.997,,,,,,,331
